id,name,category,standard,coverage,scope,base_product,machining,n_tabs,tabs,current_tabs,n_live_links,vendors,text_only_sources,aliases,notes,qty:voron-2.4,qty:voron-trident,qty:voron-0.2,qty:voron-switchwire,qty:voron-cascade,qty:stealthburner,qty:optional-parts,qty:tools,qty:afterburner,qty:voron-m4,qty:mobius-3.1,qty:jetpack,qty:voron-0,qty:voron-0.1,qty:voron-1.8,qty:voron-1.6.2,qty:voron-2.2,link_1,link_2,link_3,link_4,link_5,link_6,link_7,link_8,link_9,link_10,link_11,link_1_url,link_2_url,link_3_url,link_4_url,link_5_url,link_6_url,link_7_url,link_8_url,link_9_url,link_10_url,link_11_url
tools.ferrule-crimping-tool,Ferrule Crimping Tool,Tools,,none_live,,,,1,tools,tools,0,,,,Ferrules for DC Power In/Out,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tools.flush-wire-cutters,Flush Wire Cutters,Tools,,all_live,,,,1,tools,tools,1,Amazon,,,Great for cutting zipties and small gauge wire,,,,,,,,1,,,,,,,,,,Amazon,,,,,,,,,,,https://www.amazon.com/dp/B00FZPDG1K,,,,,,,,,,
tools.hex-ball-driver-kit,Hex Ball Driver Kit,Tools,,all_live,,,,1,tools,tools,2,Amazon,,,"Quality drivers for all of the fasteners, Wiha alternative is great, but costs more",,,,,,,,1,,,,,,,,,,Amazon,Amazon,,,,,,,,,,https://www.amazon.com/dp/B0006O4ADI,https://www.amazon.com/dp/B000NZ5QE2,,,,,,,,,
tools.loctite-641-or-609-shaft-retaining-compound-medium-strength-good-to-300f,"Loctite 641 or 609 - Shaft Retaining Compound - Medium Strength, Good to 300F",Tools,,all_live,,,,1,tools,tools,2,Grainger | Zoro,,,Bond Shafts to Bearings or Pulleys,,,,,,,,1,,,,,,,,,,Grainger,Zoro,,,,,,,,,,https://www.grainger.com/product/LOCTITE-Retaining-Compound-19TT75,https://www.zoro.com/loctite-liquid-034-oz-retaining-compound-0006-233546/i/G6219927,,,,,,,,,
tools.m5-tap,M5 Tap,Tools,,all_live,,,,1,tools,tools,1,AliExpress,,,"If you are tapping your own Misumi extrusion, you will need an M5 tap",,,,,,,,1,,,,,,,,,,Aliexpress,,,,,,,,,,,https://www.aliexpress.com/item/1000003765116.html,,,,,,,,,,
tools.m6-tap,M6 Tap,Tools,,all_live,,,,1,tools,tools,1,AliExpress,,,"If you are tapping your own ""China"" extrusion (not V-slot, but the ""European"" style), you will likely need an M6 tap for the ends. Note you will also need M6x16 BHCS",,,,,,,,1,,,,,,,,,,Aliexpress,,,,,,,,,,,https://www.aliexpress.com/item/1000003765116.html,,,,,,,,,,
tools.microfit-depinning-tool,Microfit Depinning Tool,Tools,,all_live,,,,1,tools,tools,1,Digi-Key,,,"Not required, pain to use, but it will save you once or twice",,,,,,,,1,,,,,,,,,,Digikey,,,,,,,,,,,https://www.digikey.com/catalog/en/partgroup/micro-fit-3-0-series/22521,,,,,,,,,,
tools.nlgi1-or-2-grease-eg-mobilux-ep1-ep2-polyrex-222-shc-220,"NLGI1 or 2 Grease eg:Mobilux EP1/EP2, Polyrex 222, SHC 220",Tools,,no_links,,,,1,tools,tools,0,,,,For Linear Rails,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tools.ratcheting-wire-terminal-crimper,Ratcheting Wire Terminal Crimper,Tools,,all_live,,,,1,tools,tools,1,Amazon,,,For Spade/Ring/Blade Terminals,,,,,,,,1,,,,,,,,,,Amazon,,,,,,,,,,,https://smile.amazon.com/gp/product/B0069TRKJ0,,,,,,,,,,
tools.small-screwdriver-kit-xiaomi-wiha-set,Small Screwdriver Kit - Xiaomi Wiha set,Tools,,all_live,,,,1,tools,tools,1,Amazon,,,Wiha stuff is the best,,,,,,,,1,,,,,,,,,,Amazon,,,,,,,,,,,https://www.amazon.com/dp/B07KF96XQW,,,,,,,,,,
tools.tap-handle-for-tap,Tap Handle - For Tap,Tools,,all_live,,,,1,tools,tools,1,AliExpress,,,Here's a handle for your taps!,,,,,,,,1,,,,,,,,,,Aliexpress,,,,,,,,,,,https://www.aliexpress.com/item/32906558793.html,,,,,,,,,,
vibration-management.astrosyn-dampener,Astrosyn Dampener,Vibration Management,,all_live,,,,2,mobius-3.1 voron-2.2,,1,AliExpress,,,,,,,,,,,,,,1,,,,,,2,linkcnc,,,,,,,,,,,https://www.aliexpress.com/item/32797672879.html,,,,,,,,,,
vibration-management.rubber-compressor-foot,Rubber Compressor Foot,Vibration Management,,partial,,,,4,voron-2.4 voron-switchwire voron-1.8 voron-2.2,voron-2.4 voron-switchwire,2,Amazon | AliExpress,,,Comes and goes in stock from Amazon,4,,,4,,,,,,,,,,,4,,4,Amazon,AliExpress,,,,,,,,,,https://www.amazon.com/dp/B0711Y6T56,https://www.aliexpress.com/item/32990144547.html,,,,,,,,,
vibration-management.rubber-foot,Rubber Foot,Vibration Management,,partial,,,,1,voron-trident,voron-trident,2,Amazon | AliExpress,,,"Commonly referred to as Amplifier Cabinet Feet. Any rubber foot with a maximum diameter of 1.5"" (38mm) and around .75"" (19mm) height will work. The original spec compressor feet will work as well.",,4,,,,,,,,,,,,,,,,Amazon,AliExpress,,,,,,,,,,https://www.amazon.com/dp/B00JJ191Z6,https://a.aliexpress.com/_mseXbAP,,,,,,,,,
misc.the-2-x-guides-should-have-the-rest-of-the-required-parts,The 2.x guides should have the rest of the required parts,,,no_links,,,,1,voron-1.6.2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
